orbital,energy_hartree,occupation,ligand_population
277,0.7028705877459633,0.0,0.7881242071943463
278,0.707251359395249,0.0,0.19838781442324777
279,0.7098078051218185,0.0,0.16294136964880268
280,0.7132393678291402,0.0,0.13407852681312302
281,0.716939127167766,0.0,0.47075381221263063
282,0.7200778247008841,0.0,0.156424630128357
283,0.7226801176196254,0.0,0.6800523696275595
284,0.7239345801178333,0.0,0.7805422559068885
285,0.726957147157008,0.0,0.24630345945030993
286,0.7311682398073802,0.0,0.07939024579638904
287,0.7324408575563502,0.0,0.28258609509867044
288,0.7390025276284218,0.0,0.06613276373734002
289,0.742639128989016,0.0,0.8244570585980363
290,0.7518356194907396,0.0,0.6834976017035115
291,0.7527210454016255,0.0,0.17983068199760835
292,0.7556605640179153,0.0,0.48615716929543357
293,0.7579221799154947,0.0,0.40961200602162995
294,0.7582801179114732,0.0,0.31417374578029134
295,0.7625573241237973,0.0,0.8246475534604929
296,0.766118734450108,0.0,0.411741380348185
297,0.7679682542699823,0.0,0.26817296093157517
298,0.7690343063986806,0.0,0.12755748454039553
299,0.7707806552986396,0.0,0.1899599746130491
300,0.7724359417377391,0.0,0.2866570042503178
301,0.7773940048037407,0.0,0.5298708733552808
302,0.7776806120201641,0.0,0.45498244944640354
303,0.7787949262592991,0.0,0.11408048995750973
304,0.7841316385043271,0.0,0.557088295941925
305,0.7878162253066601,0.0,0.45997355442784965
306,0.7932731704940412,0.0,0.30223980742923484
307,0.7989417523644373,0.0,0.6283627257541472
308,0.8015184757444842,0.0,0.6993774656857301
309,0.8040518073712024,0.0,0.2500468040530618
310,0.810980697093522,0.0,0.10856815994753642
311,0.8114487337525702,0.0,0.15692427638948278
312,0.817453361944833,0.0,0.3589905138416379
313,0.8207334688352712,0.0,0.03903771129223073
314,0.8227439469066476,0.0,0.045765344001424416
315,0.826246912769747,0.0,0.7444228741652439
316,0.8264322015076707,0.0,0.038679409767101304
317,0.8302930118547533,0.0,0.03620130985261536
