orbital,energy_hartree,occupation,ligand_population
95,-0.708539584334162,2.0,0.00989831771708575
96,-0.6918714285967826,2.0,0.01705514871746575
97,-0.6668510164093719,2.0,0.10112249547002729
98,-0.6651013634487583,2.0,0.07510164517436198
99,-0.657802031106997,2.0,0.8238500778352719
100,-0.6534966382596284,2.0,0.9173706669464026
101,-0.65184131764801,2.0,0.2512358476611769
102,-0.6470051123365139,2.0,0.002229957736794205
103,-0.6456002320205907,2.0,0.8162396280117971
104,-0.6308453019931428,2.0,0.9780432902216722
105,-0.6277884678709331,2.0,0.023457318329563766
106,-0.620439019952018,2.0,0.006876746203268069
107,-0.5902071426553986,2.0,0.43045356470140145
108,-0.5885606170574684,2.0,0.49460871651434957
109,-0.5717654218198642,2.0,0.4034603923536601
110,-0.5610310088229877,2.0,0.8712415214195942
111,-0.5547487556451831,2.0,0.6799975533164404
112,-0.544426556164558,2.0,0.8806461910842229
113,-0.5428572192296895,2.0,0.09935230460022836
114,-0.5358663257554146,2.0,0.9736703986755373
115,-0.5319630023224786,2.0,0.022570884831612147
116,-0.5267082110279782,2.0,0.04616825145787518
117,-0.5227754336582582,2.0,0.8584263282893432
118,-0.5163129970901803,2.0,0.1962730793052767
119,-0.5125516550804894,2.0,0.03569801813654265
120,-0.5106454313324207,2.0,0.8971940668896816
121,-0.5098627821066262,2.0,0.10000530767182926
122,-0.5064771117136724,2.0,0.9451134459202362
123,-0.5055609869643448,2.0,0.07300934852011756
124,-0.4991920935762644,2.0,0.7499661475791791
125,-0.4977216075007414,2.0,0.3773685937786634
126,-0.4921481042278881,2.0,0.18581428203426759
127,-0.4906709520532002,2.0,0.37429939925533284
128,-0.4904219213944713,2.0,0.7550131631569817
129,-0.485285312182842,2.0,0.4721639778394879
130,-0.4800763522569551,2.0,0.6205207324382646
131,-0.4776801662097609,2.0,0.04590958321262558
132,-0.4768927594937783,2.0,0.01622890171209382
133,-0.4735601617065939,2.0,0.2835945481403427
134,-0.4679510209065407,2.0,0.3404183825969758
135,-0.46758436139423554,2.0,0.5873862277395984
136,-0.45574897031237,2.0,0.07235726647289152
137,-0.45410494902438164,2.0,0.02200277442075593
138,-0.451670645821187,2.0,0.19529506258019289
139,-0.447038164899783,2.0,0.6729930733948736
140,-0.44465401458906423,2.0,0.08375425170862037
141,-0.44312436520461523,2.0,0.26948559362749375
142,-0.4427456400541598,2.0,0.10651036008176724
143,-0.43862563611865,2.0,0.27486154628518544
144,-0.43518428884716576,2.0,0.2592923470187076
145,-0.4338310592647409,2.0,0.6131360039822468
146,-0.4261845081275828,2.0,0.3455124805537806
147,-0.4217309407741676,2.0,0.19309859853843195
148,-0.4158089629963977,2.0,0.36286986249902353
149,-0.4129810963714562,2.0,0.7433163837400686
150,-0.41132666497800074,2.0,0.6167210335793061
151,-0.40998890777220076,2.0,0.2548068827900217
152,-0.4054067996609174,2.0,0.0017778252087347112
153,-0.4031414524686481,2.0,0.008399922739302616
154,-0.40061030082502413,2.0,0.012887894696016327
155,-0.3988366879649281,2.0,0.10402732604022133
156,-0.39583679497361807,2.0,0.843459046794566
157,-0.3945644091288458,2.0,0.040417262213403984
158,-0.3911811778012104,2.0,0.6924773488080206
159,-0.38431316932436177,2.0,0.24002143162644227
160,-0.37650438738062836,2.0,0.010761670149076676
161,-0.3752503541195529,2.0,0.04605111116963391
